Message Type,Sequence Number,Latitude,Longitude,Heading
LCV_BS6_OBD2_PERIODIC,39433,12.96399,79.97443,21.56
LCV_BS6_OBD2_PERIODIC,39434,12.96457,79.97464,17.38
LCV_BS6_OBD2_PERIODIC,39435,12.96513,79.97485,20.04
LCV_BS6_OBD2_PERIODIC,39436,12.96565,79.97511,29.25
LCV_BS6_OBD2_PERIODIC,39437,12.96609,79.97548,45.91
LCV_BS6_OBD2_PERIODIC,39438,12.96643,79.97596,60.09
GPS_MESSAGE,1,12.96661,79.97631,61
LCV_BS6_OBD2_PERIODIC,39439,12.9667,79.97647,63.5
LCV_BS6_OBD2_PERIODIC,39440,12.96693,79.97704,70.23
LCV_BS6_OBD2_PERIODIC,39441,12.96713,79.97768,71.02
LCV_BS6_OBD2_PERIODIC,39442,12.96739,79.97845,71.55
LCV_BS6_OBD2_PERIODIC,39443,12.96766,79.97936,76.93
LCV_BS6_OBD2_PERIODIC,39444,12.96777,79.98024,83.31
LCV_BS6_OBD2_PERIODIC,39445,12.96786,79.98115,85.34
LCV_BS6_OBD2_PERIODIC,39446,12.96782,79.98205,94.26
LCV_BS6_OBD2_PERIODIC,39447,12.96774,79.98295,95.56
LCV_BS6_OBD2_PERIODIC,39448,12.96769,79.98383,87.66
GPS_MESSAGE,13,12.96775,79.98439,80
LCV_BS6_OBD2_PERIODIC,39449,12.9678,79.98468,79.13
LCV_BS6_OBD2_PERIODIC,39450,12.96797,79.98544,76.98
LCV_BS6_OBD2_PERIODIC,39451,12.96815,79.98614,75.19
LCV_BS6_OBD2_PERIODIC,39452,12.96837,79.9869,72.94
LCV_BS6_OBD2_PERIODIC,39453,12.96862,79.98767,73.02
LCV_BS6_OBD2_PERIODIC,39454,12.96886,79.98847,72.05
LCV_BS6_OBD2_PERIODIC,39455,12.96913,79.9893,73.09
LCV_BS6_OBD2_PERIODIC,39456,12.96939,79.99012,71.19
LCV_BS6_OBD2_PERIODIC,39457,12.96972,79.99104,69.37
LCV_BS6_OBD2_PERIODIC,39458,12.97003,79.99193,69.05
GPS_MESSAGE,8,12.97021,79.99252,75
LCV_BS6_OBD2_PERIODIC,39459,12.97027,79.99284,78.94
LCV_BS6_OBD2_PERIODIC,39460,12.97045,79.9938,78.91
LCV_BS6_OBD2_PERIODIC,39461,12.97061,79.99476,82.91
LCV_BS6_OBD2_PERIODIC,39462,12.97069,79.99572,84.47
LCV_BS6_OBD2_PERIODIC,39463,12.97081,79.99671,83.51
LCV_BS6_OBD2_PERIODIC,39464,12.97092,79.99785,86.02
LCV_BS6_OBD2_PERIODIC,39465,12.97092,79.99903,94.69
LCV_BS6_OBD2_PERIODIC,39466,12.97082,80.00021,95.7
LCV_BS6_OBD2_PERIODIC,39467,12.97069,80.00138,97.25
LCV_BS6_OBD2_PERIODIC,39468,12.97055,80.00247,98.01
GPS_MESSAGE,15,12.97044,80.00319,98
LCV_BS6_OBD2_PERIODIC,39469,12.97039,80.00355,98.09
LCV_BS6_OBD2_PERIODIC,39470,12.97021,80.00466,99.13
LCV_BS6_OBD2_PERIODIC,39471,12.97004,80.00567,96.02
LCV_BS6_OBD2_PERIODIC,39472,12.96996,80.00668,89.26
LCV_BS6_OBD2_PERIODIC,39473,12.97007,80.00766,83.15
LCV_BS6_OBD2_PERIODIC,39474,12.97019,80.00875,85.06
LCV_BS6_OBD2_PERIODIC,39475,12.97029,80.00983,84.63
LCV_BS6_OBD2_PERIODIC,39476,12.9704,80.01088,84.45
LCV_BS6_OBD2_PERIODIC,39477,12.9704,80.01189,94.62
LCV_BS6_OBD2_PERIODIC,39478,12.9703,80.01289,94.09
GPS_MESSAGE,10,12.97027,80.01354,96
LCV_BS6_OBD2_PERIODIC,39479,12.97022,80.01386,100.9
LCV_BS6_OBD2_PERIODIC,39480,12.97002,80.01483,100.02
LCV_BS6_OBD2_PERIODIC,39481,12.96982,80.01589,99.69
LCV_BS6_OBD2_PERIODIC,39482,12.96964,80.01688,99.55
LCV_BS6_OBD2_PERIODIC,39483,12.96949,80.01778,97.12
LCV_BS6_OBD2_PERIODIC,39484,12.96938,80.01849,99.05
LCV_BS6_OBD2_PERIODIC,39485,12.96928,80.01927,98.08
LCV_BS6_OBD2_PERIODIC,39486,12.96917,80.02012,97.47
LCV_BS6_OBD2_PERIODIC,39487,12.96903,80.02103,98.91
LCV_BS6_OBD2_PERIODIC,39488,12.96892,80.02192,97.62
GPS_MESSAGE,0,12.96884,80.0225,98
LCV_BS6_OBD2_PERIODIC,39489,12.9688,80.02279,98.08
LCV_BS6_OBD2_PERIODIC,39490,12.96869,80.02361,97.3
LCV_BS6_OBD2_PERIODIC,39491,12.96861,80.02445,94.68
LCV_BS6_OBD2_PERIODIC,39492,12.96859,80.02491,95.56
LCV_BS6_OBD2_PERIODIC,39493,12.96859,80.02504,85.12
LCV_VEHICLE_TOWED_END,23,12.9686,80.02505,
IGNITION_OFF,24,12.96859,80.02505,
LCV_BS6_OBD2_PERIODIC,39494,12.96859,80.02505,85.12
LCV_BS6_OBD2_PERIODIC,39495,12.96859,80.02505,85.12
LCV_BS6_OBD2_PERIODIC,39496,12.9686,80.02504,85.12
LCV_BS6_OBD2_PERIODIC,39497,12.96859,80.02504,85.12
LCV_BS6_OBD2_PERIODIC,39498,12.9686,80.02504,85.12
GPS_MESSAGE,7,12.9686,80.02504,85
LCV_BS6_OBD2_PERIODIC,39499,12.9686,80.02504,85.12
LCV_BS6_OBD2_PERIODIC,39500,12.96858,80.02504,85.12
LCV_BS6_OBD2_PERIODIC,39501,12.96858,80.02504,97.91
LCV_BS6_OBD2_PERIODIC,39502,12.96859,80.02504,323.61
LCV_BS6_OBD2_PERIODIC,39503,12.96859,80.02504,14.92
LCV_BS6_OBD2_PERIODIC,39504,12.9686,80.02504,275.13
LCV_BS6_OBD2_PERIODIC,39505,12.9686,80.02504,136.8
LCV_BS6_OBD2_PERIODIC,39506,12.96859,80.02504,136.8
LCV_BS6_OBD2_PERIODIC,39507,12.96857,80.02504,131.25
LCV_BS6_OBD2_PERIODIC,39508,12.96856,80.02505,148.13
GPS_MESSAGE,0,12.96857,80.02504,148
LCV_BS6_OBD2_PERIODIC,39509,12.96857,80.02504,0.15
LCV_BS6_OBD2_PERIODIC,39510,12.96858,80.02504,315.02
LCV_BS6_OBD2_PERIODIC,39511,12.96858,80.02503,332
IGNITION_ON,25,12.96858,80.02503,
LCV_BS6_OBD2_PERIODIC,39512,12.96858,80.02503,74.29
LCV_BS6_OBD2_PERIODIC,39513,12.96857,80.02511,95.95
LCV_BS6_OBD2_PERIODIC,39514,12.96855,80.02543,92.34
LCV_BS6_OBD2_PERIODIC,39515,12.96853,80.02595,91.68
LCV_BS6_OBD2_PERIODIC,39516,12.96855,80.02655,86.43
LCV_BS6_OBD2_PERIODIC,39517,12.96858,80.02725,86.34
LCV_BS6_OBD2_PERIODIC,39518,12.96861,80.02802,85.91
LCV_VEHICLE_TOWED_START,26,12.96861,80.02815,
GPS_MESSAGE,10,12.96862,80.02854,87
LCV_BS6_OBD2_PERIODIC,39519,12.96864,80.0288,85.83
LCV_BS6_OBD2_PERIODIC,39520,12.96873,80.0296,79.97
LCV_BS6_OBD2_PERIODIC,39521,12.96887,80.0304,79.16
LCV_BS6_OBD2_PERIODIC,39522,12.96903,80.03119,77.19
LCV_BS6_OBD2_PERIODIC,39523,12.96921,80.03202,73.66
LCV_BS6_OBD2_PERIODIC,39524,12.96937,80.03257,72.91
LCV_BS6_OBD2_PERIODIC,39525,12.96951,80.03301,77.01
LCV_BS6_OBD2_PERIODIC,39526,12.96961,80.03352,79.22
LCV_BS6_OBD2_PERIODIC,39527,12.96975,80.03411,72.98
LCV_BS6_OBD2_PERIODIC,39528,12.96993,80.03477,74.81
GPS_MESSAGE,0,12.97006,80.03523,74
LCV_BS6_OBD2_PERIODIC,39529,12.97012,80.03548,75.09
LCV_BS6_OBD2_PERIODIC,39530,12.97032,80.03629,77.59
LCV_BS6_OBD2_PERIODIC,39531,12.97048,80.03712,79.98
LCV_BS6_OBD2_PERIODIC,39532,12.9706,80.03793,80.51
LCV_BS6_OBD2_PERIODIC,39533,12.97072,80.03877,83.3
LCV_BS6_OBD2_PERIODIC,39534,12.97087,80.03968,73.97
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,39535,12.9712,80.04054,65.11
LCV_BS6_OBD2_PERIODIC,39536,12.97161,80.04137,58.47
LCV_BS6_OBD2_PERIODIC,39537,12.97211,80.04215,55.91
LCV_BS6_OBD2_PERIODIC,39538,12.97259,80.04283,54.59
GPS_MESSAGE,10,12.97288,80.04326,57
LCV_BS6_OBD2_PERIODIC,39539,12.97301,80.04347,54.86
LCV_BS6_OBD2_PERIODIC,39540,12.97343,80.04409,56.38
LCV_BS6_OBD2_PERIODIC,39541,12.97383,80.04477,61.29
LCV_BS6_OBD2_PERIODIC,39542,12.97417,80.04545,65.88
LCV_BS6_OBD2_PERIODIC,39543,12.97437,80.04619,72.47
LCV_BS6_OBD2_PERIODIC,39544,12.97455,80.04694,74.66
LCV_BS6_OBD2_PERIODIC,39545,12.97474,80.04766,69.7
LCV_BS6_OBD2_PERIODIC,39546,12.97507,80.0483,59.59
LCV_BS6_OBD2_PERIODIC,39547,12.97535,80.04877,58.75
LCV_BS6_OBD2_PERIODIC,39548,12.97566,80.04923,56.31
GPS_MESSAGE,5,12.9759,80.04957,57
LCV_BS6_OBD2_PERIODIC,39549,12.97602,80.04977,56.63
LCV_BS6_OBD2_PERIODIC,39550,12.97642,80.05039,56.77
LCV_BS6_OBD2_PERIODIC,39551,12.97679,80.05097,57.15
LCV_BS6_OBD2_PERIODIC,39552,12.97714,80.0515,59.06
LCV_BS6_OBD2_PERIODIC,39553,12.97749,80.05201,54.15
LCV_BS6_OBD2_PERIODIC,39554,12.97786,80.05256,54.81
LCV_BS6_OBD2_PERIODIC,39555,12.97805,80.05279,52.81
LCV_VEHICLE_TOWED_END,33,12.97806,80.05281,
LCV_BS6_OBD2_PERIODIC,39556,12.9781,80.05288,48.79
LCV_BS6_OBD2_PERIODIC,39557,12.97827,80.05312,51.93
LCV_BS6_OBD2_PERIODIC,39558,12.97858,80.0535,50.54
GPS_MESSAGE,1,12.97881,80.0538,54
LCV_BS6_OBD2_PERIODIC,39559,12.97893,80.05397,53.31
LCV_BS6_OBD2_PERIODIC,39560,12.97929,80.05445,51.9
LCV_VEHICLE_TOWED_START,34,12.97959,80.05484,
LCV_BS6_OBD2_PERIODIC,39561,12.97963,80.05491,58.95
LCV_BS6_OBD2_PERIODIC,39562,12.97992,80.05535,52.9
LCV_BS6_OBD2_PERIODIC,39563,12.98023,80.05581,55.47
LCV_BS6_OBD2_PERIODIC,39564,12.98055,80.0563,59.11
LCV_BS6_OBD2_PERIODIC,39565,12.98083,80.05683,61.58
LCV_BS6_OBD2_PERIODIC,39566,12.98106,80.05734,66.5
LCV_BS6_OBD2_PERIODIC,39567,12.9813,80.05791,64.3
LCV_BS6_OBD2_PERIODIC,39568,12.9816,80.05846,58.49
GPS_MESSAGE,12,12.9818,80.05877,54
LCV_BS6_OBD2_PERIODIC,39569,12.98192,80.05893,53.58
LCV_BS6_OBD2_PERIODIC,39570,12.98228,80.05949,59.13
LCV_BS6_OBD2_PERIODIC,39571,12.98266,80.06012,60.86
LCV_BS6_OBD2_PERIODIC,39572,12.98298,80.06074,61.72
LCV_BS6_OBD2_PERIODIC,39573,12.9833,80.06144,62.43
LCV_BS6_OBD2_PERIODIC,39574,12.98359,80.06207,63.97
LCV_BS6_OBD2_PERIODIC,39575,12.98387,80.06262,63.61
LCV_BS6_OBD2_PERIODIC,39576,12.98419,80.06306,45.56
LCV_BS6_OBD2_PERIODIC,39577,12.98474,80.06337,25.44
LCV_BS6_OBD2_PERIODIC,39578,12.98539,80.06367,23.23
GPS_MESSAGE,8,12.98584,80.06383,17
LCV_BS6_OBD2_PERIODIC,39579,12.98605,80.0639,15.81
LCV_BS6_OBD2_PERIODIC,39580,12.98667,80.06409,17.92
LCV_BS6_OBD2_PERIODIC,39581,12.98728,80.06427,14.63
LCV_BS6_OBD2_PERIODIC,39582,12.98796,80.06439,7.84
LCV_BS6_OBD2_PERIODIC,39583,12.98871,80.06462,29.19
LCV_BS6_OBD2_PERIODIC,39584,12.98943,80.06518,39.88
LCV_BS6_OBD2_PERIODIC,39585,12.99013,80.06574,37.18
LCV_BS6_OBD2_PERIODIC,39586,12.99077,80.06625,38.38
LCV_BS6_OBD2_PERIODIC,39587,12.99141,80.06676,38.68
LCV_BS6_OBD2_PERIODIC,39588,12.99203,80.06724,38.11
GPS_MESSAGE,4,12.99243,80.06755,35
LCV_BS6_OBD2_PERIODIC,39589,12.99261,80.06769,36.34
LCV_BS6_OBD2_PERIODIC,39590,12.99317,80.06815,42.4
LCV_BS6_OBD2_PERIODIC,39591,12.99367,80.06864,46.24
LCV_BS6_OBD2_PERIODIC,39592,12.99414,80.06919,49.02
LCV_BS6_OBD2_PERIODIC,39593,12.99456,80.06973,53.72
LCV_BS6_OBD2_PERIODIC,39594,12.99493,80.07027,59.93
LCV_BS6_OBD2_PERIODIC,39595,12.99496,80.0708,91.9
LCV_BS6_OBD2_PERIODIC,39596,12.99489,80.0714,97.52
LCV_BS6_OBD2_PERIODIC,39597,12.99479,80.07211,98.8
LCV_BS6_OBD2_PERIODIC,39598,12.9947,80.07277,95.59
GPS_MESSAGE,15,12.99467,80.07317,97
LCV_BS6_OBD2_PERIODIC,39599,12.99463,80.07338,97.08
LCV_BS6_OBD2_PERIODIC,39600,12.99454,80.07394,98.83
LCV_BS6_OBD2_PERIODIC,39601,12.99446,80.07444,96.37
LCV_BS6_OBD2_PERIODIC,39602,12.99445,80.07497,90.15
LCV_BS6_OBD2_PERIODIC,39603,12.99441,80.0756,96.59
LCV_BS6_OBD2_PERIODIC,39604,12.99434,80.07616,95.44
LCV_BS6_OBD2_PERIODIC,39605,12.99427,80.07679,93.79
LCV_BS6_OBD2_PERIODIC,39606,12.99433,80.07731,69.13
LCV_BS6_OBD2_PERIODIC,39607,12.99454,80.07776,60.33
LCV_BS6_OBD2_PERIODIC,39608,12.99483,80.07822,60.56
GPS_MESSAGE,11,12.995,80.07854,65
LCV_BS6_OBD2_PERIODIC,39609,12.99508,80.07869,65.45
LCV_BS6_OBD2_PERIODIC,39610,12.99531,80.07917,64.45
LCV_BS6_OBD2_PERIODIC,39611,12.99552,80.07967,71.16
LCV_BS6_OBD2_PERIODIC,39612,12.99549,80.0803,99.55
LCV_BS6_OBD2_PERIODIC,39613,12.99531,80.08098,101.91
LCV_BS6_OBD2_PERIODIC,39614,12.9952,80.08162,104.26
LCV_BS6_OBD2_PERIODIC,39615,12.99509,80.08208,103.01
LCV_BS6_OBD2_PERIODIC,39616,12.99494,80.08263,104.91
LCV_BS6_OBD2_PERIODIC,39617,12.99481,80.08318,105.05
LCV_BS6_OBD2_PERIODIC,39618,12.99469,80.08369,104.63
GPS_MESSAGE,6,12.99459,80.08406,103
LCV_BS6_OBD2_PERIODIC,39619,12.99455,80.08426,105.44
LCV_BS6_OBD2_PERIODIC,39620,12.99447,80.0849,93.58
LCV_BS6_OBD2_PERIODIC,39621,12.99453,80.0855,80.73
LCV_BS6_OBD2_PERIODIC,39622,12.99463,80.08604,78.97
LCV_BS6_OBD2_PERIODIC,39623,12.99473,80.08657,78.33
LCV_BS6_OBD2_PERIODIC,39624,12.99486,80.087,71.12
LCV_BS6_OBD2_PERIODIC,39625,12.99514,80.08727,17.34
LCV_BS6_OBD2_PERIODIC,39626,12.99548,80.08731,3.55
LCV_BS6_OBD2_PERIODIC,39627,12.99591,80.08733,359.91
LCV_BS6_OBD2_PERIODIC,39628,12.9965,80.08732,2.02
GPS_MESSAGE,2,12.99695,80.08733,3
LCV_BS6_OBD2_PERIODIC,39629,12.99718,80.08737,10.55
LCV_BS6_OBD2_PERIODIC,39630,12.99776,80.08747,14.6
LCV_BS6_OBD2_PERIODIC,39631,12.99829,80.08758,17.12
LCV_BS6_OBD2_PERIODIC,39632,12.99874,80.08771,20.4
LCV_BS6_OBD2_PERIODIC,39633,12.99914,80.08786,21.7
LCV_BS6_OBD2_PERIODIC,39634,12.99943,80.08796,24.87
LCV_VEHICLE_TOWED_END,48,12.99949,80.08798,
LCV_BS6_OBD2_PERIODIC,39635,12.99951,80.08798,17.6
IGNITION_OFF,49,12.99955,80.08798,
LCV_BS6_OBD2_PERIODIC,39636,12.99955,80.08798,17.6
LCV_BS6_OBD2_PERIODIC,39637,12.99955,80.08798,17.6
LCV_BS6_OBD2_PERIODIC,39638,12.99955,80.08798,17.6
GPS_MESSAGE,15,12.99955,80.08798,131
LCV_BS6_OBD2_PERIODIC,39639,12.99955,80.08798,131.69
LCV_BS6_OBD2_PERIODIC,39640,12.99955,80.08798,131.69
LCV_BS6_OBD2_PERIODIC,39641,12.99955,80.08798,131.69
LCV_BS6_OBD2_PERIODIC,39642,12.99956,80.08798,131.69
LCV_BS6_OBD2_PERIODIC,39643,12.99955,80.08798,131.69
LCV_BS6_OBD2_PERIODIC,39644,12.99954,80.08797,131.69
LCV_BS6_OBD2_PERIODIC,39645,12.99954,80.08796,131.69
LCV_BS6_OBD2_PERIODIC,39646,12.99954,80.08795,131.69
LCV_BS6_OBD2_PERIODIC,39647,12.99954,80.08795,131.69
LCV_BS6_OBD2_PERIODIC,39648,12.99954,80.08796,109.87
GPS_MESSAGE,10,12.99954,80.08796,93
LCV_BS6_OBD2_PERIODIC,39649,12.99954,80.08796,93.63
LCV_BS6_OBD2_PERIODIC,39650,12.99954,80.08795,93.63
LCV_BS6_OBD2_PERIODIC,39651,12.99954,80.08796,58.04
LCV_BS6_OBD2_PERIODIC,39652,12.99955,80.08796,287.07
LCV_BS6_OBD2_PERIODIC,39653,12.99955,80.08795,256.98
LCV_BS6_OBD2_PERIODIC,39654,12.99954,80.08797,108.51
LCV_BS6_OBD2_PERIODIC,39655,12.99954,80.08798,118.87
GPS_MESSAGE,1,12.99954,80.08798,118
TRIP_END,2,12.99954,80.08798,
TRIP_START,0,13.0006,80.08836,
VERSION_UPDATE,0,13.0006,80.08836,
GPS_MESSAGE,1,13.0006,80.08836,20
IGNITION_ON,1,13.0006,80.08836,
LCV_ENGINE_CRANKING,2,13.00103,80.08862,
LCV_HARSH_ACCELERATION,3,13.00103,80.08862,
GPS_MESSAGE,3,13.00115,80.08868,19
LCV_BS6_OBD2_PERIODIC,39656,13.00139,80.08878,20.5
LCV_BS6_OBD2_PERIODIC,39657,13.00206,80.08908,21.89
LCV_BS6_OBD2_PERIODIC,39658,13.00271,80.08935,20.8
LCV_BS6_OBD2_PERIODIC,39659,13.00341,80.08964,22.42
LCV_BS6_OBD2_PERIODIC,39660,13.00413,80.08992,20.63
LCV_BS6_OBD2_PERIODIC,39661,13.00485,80.09021,21.48
LCV_BS6_OBD2_PERIODIC,39662,13.00557,80.09049,21.31
LCV_BS6_OBD2_PERIODIC,39663,13.00635,80.09078,21.2
LCV_BS6_OBD2_PERIODIC,39664,13.0072,80.09112,20.85
GPS_MESSAGE,8,13.00809,80.09146,20
LCV_BS6_OBD2_PERIODIC,39665,13.00809,80.09146,20.92
LCV_BS6_OBD2_PERIODIC,39666,13.00898,80.09182,21.32
LCV_BS6_OBD2_PERIODIC,39667,13.00991,80.09217,19.86
LCV_BS6_OBD2_PERIODIC,39668,13.01077,80.09247,18.06
LCV_BS6_OBD2_PERIODIC,39669,13.01156,80.09278,22.94
LCV_BS6_OBD2_PERIODIC,39670,13.01232,80.0931,21.32
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,39671,13.01317,80.09347,22.76
LCV_BS6_OBD2_PERIODIC,39672,13.01407,80.09384,20.43
LCV_BS6_OBD2_PERIODIC,39673,13.01498,80.09418,19.2
LCV_BS6_OBD2_PERIODIC,39674,13.01589,80.0945,20.18
GPS_MESSAGE,1,13.01681,80.09475,7
LCV_BS6_OBD2_PERIODIC,39675,13.01681,80.09475,7.01
LCV_BS6_OBD2_PERIODIC,39676,13.01777,80.09469,349.7
LCV_BS6_OBD2_PERIODIC,39677,13.01874,80.0944,341.05
LCV_BS6_OBD2_PERIODIC,39678,13.01966,80.09406,336.86
LCV_BS6_OBD2_PERIODIC,39679,13.02057,80.09369,339.08
LCV_BS6_OBD2_PERIODIC,39680,13.02129,80.0934,339.19
LCV_BS6_OBD2_PERIODIC,39681,13.02234,80.09302,342.38
LCV_BS6_OBD2_PERIODIC,39682,13.02331,80.09265,339.27
LCV_BS6_OBD2_PERIODIC,39683,13.02427,80.09226,338.98
LCV_BS6_OBD2_PERIODIC,39684,13.0252,80.09189,338.35
GPS_MESSAGE,11,13.02605,80.09157,339
LCV_BS6_OBD2_PERIODIC,39685,13.02605,80.09157,339.54
LCV_BS6_OBD2_PERIODIC,39686,13.02686,80.09125,339.07
LCV_BS6_OBD2_PERIODIC,39687,13.0277,80.09094,339.51
LCV_BS6_OBD2_PERIODIC,39688,13.02861,80.0906,339.38
LCV_BS6_OBD2_PERIODIC,39689,13.02951,80.09029,339.98
LCV_BS6_OBD2_PERIODIC,39690,13.03034,80.08997,340.23
LCV_BS6_OBD2_PERIODIC,39691,13.03119,80.08965,340
LCV_BS6_OBD2_PERIODIC,39692,13.03209,80.08933,340.54
LCV_BS6_OBD2_PERIODIC,39693,13.03302,80.08898,339.82
LCV_BS6_OBD2_PERIODIC,39694,13.03406,80.0886,339.79
GPS_MESSAGE,5,13.03504,80.08822,339
LCV_BS6_OBD2_PERIODIC,39695,13.03504,80.08822,339.07
LCV_BS6_OBD2_PERIODIC,39696,13.0358,80.08795,341.69
LCV_BS6_OBD2_PERIODIC,39697,13.03686,80.08759,341.7
LCV_BS6_OBD2_PERIODIC,39698,13.03782,80.08728,341.33
LCV_BS6_OBD2_PERIODIC,39699,13.03885,80.08693,341.79
LCV_BS6_OBD2_PERIODIC,39700,13.03988,80.08661,343.39
LCV_BS6_OBD2_PERIODIC,39701,13.04081,80.08632,343.73
LCV_BS6_OBD2_PERIODIC,39702,13.04167,80.0861,345.23
LCV_BS6_OBD2_PERIODIC,39703,13.04251,80.08585,344.32
LCV_BS6_OBD2_PERIODIC,39704,13.04338,80.08561,344.39
GPS_MESSAGE,12,13.04436,80.08529,341
LCV_BS6_OBD2_PERIODIC,39705,13.04436,80.08529,341.01
LCV_BS6_OBD2_PERIODIC,39706,13.04534,80.08493,339.83
LCV_BS6_OBD2_PERIODIC,39707,13.04623,80.08458,338.61
LCV_BS6_OBD2_PERIODIC,39708,13.04708,80.08425,339.45
LCV_BS6_OBD2_PERIODIC,39709,13.04795,80.08395,340.19
LCV_BS6_OBD2_PERIODIC,39710,13.04878,80.08364,340.41
LCV_BS6_OBD2_PERIODIC,39711,13.0496,80.08331,338.57
LCV_BS6_OBD2_PERIODIC,39712,13.05044,80.08298,338.89
LCV_BS6_OBD2_PERIODIC,39713,13.05137,80.08266,339.77
LCV_BS6_OBD2_PERIODIC,39714,13.05234,80.08229,340.19
GPS_MESSAGE,7,13.05325,80.08194,340
LCV_BS6_OBD2_PERIODIC,39715,13.05325,80.08194,340.8
LCV_BS6_OBD2_PERIODIC,39716,13.05388,80.08172,340.29
LCV_BS6_OBD2_PERIODIC,39717,13.05397,80.0817,348.1
IGNITION_OFF,4,13.05397,80.0817,
LCV_BS6_OBD2_PERIODIC,39718,13.05397,80.08171,348.1
LCV_BS6_OBD2_PERIODIC,39719,13.05397,80.08172,348.1
LCV_BS6_OBD2_PERIODIC,39720,13.05396,80.08171,348.1
LCV_BS6_OBD2_PERIODIC,39721,13.05396,80.08171,348.1
LCV_BS6_OBD2_PERIODIC,39722,13.05396,80.08171,348.1
LCV_BS6_OBD2_PERIODIC,39723,13.05395,80.0817,348.1
LCV_BS6_OBD2_PERIODIC,39724,13.05394,80.0817,348.1
GPS_MESSAGE,1,13.05394,80.08169,348
LCV_BS6_OBD2_PERIODIC,39725,13.05394,80.08169,348.1
LCV_BS6_OBD2_PERIODIC,39726,13.05394,80.08169,343.23
LCV_BS6_OBD2_PERIODIC,39727,13.05393,80.08169,343.23
LCV_BS6_OBD2_PERIODIC,39728,13.05393,80.08169,343.23
LCV_BS6_OBD2_PERIODIC,39729,13.05393,80.08169,265.32
LCV_BS6_OBD2_PERIODIC,39730,13.05392,80.08169,211.02
LCV_BS6_OBD2_PERIODIC,39731,13.05392,80.08169,211.02
LCV_BS6_OBD2_PERIODIC,39732,13.05392,80.08169,324.92
IGNITION_ON,5,13.05392,80.08169,
LCV_BS6_OBD2_PERIODIC,39733,13.05392,80.08169,324.92
LCV_ENGINE_CRANKING,6,13.05392,80.08169,
LCV_BS6_OBD2_PERIODIC,39734,13.05393,80.08169,337.08
GPS_MESSAGE,12,13.05413,80.08161,335
LCV_BS6_OBD2_PERIODIC,39735,13.05413,80.08161,335.95
LCV_BS6_OBD2_PERIODIC,39736,13.05462,80.08138,333.19
LCV_BS6_OBD2_PERIODIC,39737,13.05514,80.08108,327.51
LCV_BS6_OBD2_PERIODIC,39738,13.05564,80.08076,326.11
LCV_BS6_OBD2_PERIODIC,39739,13.05614,80.08043,325.76
LCV_BS6_OBD2_PERIODIC,39740,13.05663,80.08011,327.23
LCV_BS6_OBD2_PERIODIC,39741,13.05711,80.07976,325.52
LCV_BS6_OBD2_PERIODIC,39742,13.05764,80.0794,325
LCV_BS6_OBD2_PERIODIC,39743,13.05818,80.07901,325.5
LCV_BS6_OBD2_PERIODIC,39744,13.05875,80.07862,327.63
GPS_MESSAGE,6,13.05936,80.07825,326
LCV_BS6_OBD2_PERIODIC,39745,13.05936,80.07825,326.61
LCV_BS6_OBD2_PERIODIC,39746,13.05997,80.07786,327.52
LCV_BS6_OBD2_PERIODIC,39747,13.06057,80.07746,329.42
LCV_BS6_OBD2_PERIODIC,39748,13.06122,80.0771,328.13
LCV_BS6_OBD2_PERIODIC,39749,13.0618,80.0767,326.48
LCV_BS6_OBD2_PERIODIC,39750,13.06242,80.07626,327.35
LCV_BS6_OBD2_PERIODIC,39751,13.06317,80.0758,325.97
LCV_BS6_OBD2_PERIODIC,39752,13.06396,80.07527,326.26
LCV_BS6_OBD2_PERIODIC,39753,13.06444,80.07495,329.67
LCV_BS6_OBD2_PERIODIC,39754,13.06458,80.0749,330.67
GPS_MESSAGE,0,13.06472,80.07482,329
LCV_BS6_OBD2_PERIODIC,39755,13.06472,80.07482,329.35
LCV_BS6_OBD2_PERIODIC,39756,13.06495,80.07466,326.82
LCV_BS6_OBD2_PERIODIC,39757,13.0651,80.07456,325.02
LCV_BS6_OBD2_PERIODIC,39758,13.06527,80.07445,334.63
LCV_BS6_OBD2_PERIODIC,39759,13.06539,80.07437,327.25
LCV_BS6_OBD2_PERIODIC,39760,13.06551,80.07431,340.29
LCV_BS6_OBD2_PERIODIC,39761,13.06557,80.0743,330.67
LCV_HARSH_ACCELERATION,7,13.06562,80.07426,
LCV_BS6_OBD2_PERIODIC,39762,13.06566,80.07424,322.92
LCV_BS6_OBD2_PERIODIC,39763,13.066,80.07403,329.35
LCV_BS6_OBD2_PERIODIC,39764,13.06641,80.07374,325.41
GPS_MESSAGE,9,13.06681,80.07347,327
LCV_BS6_OBD2_PERIODIC,39765,13.06681,80.07347,327.8
LCV_BS6_OBD2_PERIODIC,39766,13.06749,80.07307,328.1
LCV_BS6_OBD2_PERIODIC,39767,13.06822,80.0726,325.14
LCV_BS6_OBD2_PERIODIC,39768,13.06899,80.07208,327.23
LCV_BS6_OBD2_PERIODIC,39769,13.06971,80.07162,327.7
LCV_BS6_OBD2_PERIODIC,39770,13.07046,80.07118,328.35
LCV_BS6_OBD2_PERIODIC,39771,13.0712,80.07074,331.6
